"transaction_id","amount","user_id","hour","merchant","location","card_type","risk_score","fraud_reason","risk_level","is_fraud_flag","time","diff"
"A71B98A0","12210.25","USER_0034","5","Netflix","Ahmedabad","RuPay","90","HIGH AMOUNT ($12,210.25 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366410","1"
"BC7AE2A2","3582.22","USER_0005","5","Reliance Mart","Jaipur","Mastercard","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366412","1"
"CF3A0835","8533.98","USER_0017","1","Netflix","Pune","Amex","90","HIGH AMOUNT ($8,533.98 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366412","1"
"41266D7E","13079.15","USER_0011","3","Swiggy","Surat","Mastercard","90","HIGH AMOUNT ($13,079.15 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366414","1"
"58635CC1","2554.61","USER_0050","3","Zomato","Hyderabad","RuPay","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366418","1"
"39EFBB9C","4186.86","USER_0031","3","Netflix","Surat","Amex","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366418","1"
"37B6EE56","2118.32","USER_0040","1","Reliance Mart","Surat","Amex","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366418","1"
"0287ADCB","7591.77","USER_0045","5","Myntra","Hyderabad","Visa","90","HIGH AMOUNT ($7,591.77 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366418","1"
"749D946D","12416.23","USER_0001","2","BookMyShow","Delhi","RuPay","90","HIGH AMOUNT ($12,416.23 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366418","1"
"B81EEA84","21045.17","USER_0028","2","MedPlus Pharmacy","Bangalore","Mastercard","90","HIGH AMOUNT ($21,045.17 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366418","1"
"9698C8F1","19831.29","USER_0012","3","CasinoRoyal","Jaipur","Amex","100","HIGH AMOUNT ($19,831.29 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366418","1"
"DC4FA4FA","24872.81","USER_0046","5","Flipkart","Delhi","Mastercard","90","HIGH AMOUNT ($24,872.81 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366422","1"
"A40EE056","17159.0","USER_0012","1","Reliance Mart","Surat","Visa","90","HIGH AMOUNT ($17,159.00 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366422","1"
"02A919B5","22420.11","USER_0006","0","WireTransfer_Global","Bangalore","Visa","100","HIGH AMOUNT ($22,420.11 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366424","1"
"AE435E5C","20291.93","USER_0027","5","BigBasket","Delhi","Visa","90","HIGH AMOUNT ($20,291.93 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366424","1"
"03018DF2","8599.06","USER_0030","4","BookMyShow","Ahmedabad","Visa","90","HIGH AMOUNT ($8,599.06 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366424","1"
"AEDEECE9","1669.89","USER_0008","5","Zomato","Ahmedabad","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366424","1"
"CEBAC3E3","8500.96","USER_0048","0","Swiggy","Kolkata","Amex","90","HIGH AMOUNT ($8,500.96 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366428","1"
"507DDDCF","11916.4","USER_0002","1","WireTransfer_Global","Hyderabad","RuPay","100","HIGH AMOUNT ($11,916.40 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366430","1"
"B950442D","5163.86","USER_0020","2","WireTransfer_Global","Delhi","Amex","100","HIGH AMOUNT ($5,163.86 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366432","1"
"B69A5636","5071.38","USER_0049","3","Amazon","Bangalore","Visa","90","HIGH AMOUNT ($5,071.38 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366432","1"
"1C85ADC8","3383.98","USER_0002","5","MedPlus Pharmacy","Ahmedabad","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366432","1"
"947BDE32","5595.06","USER_0013","3","Swiggy","Bangalore","Visa","90","HIGH AMOUNT ($5,595.06 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366432","1"
"10F8D50A","23020.21","USER_0032","3","WireTransfer_Global","Hyderabad","RuPay","100","HIGH AMOUNT ($23,020.21 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366432","1"
"7EE2A6D9","8809.44","USER_0037","3","WireTransfer_Global","Mumbai","Amex","100","HIGH AMOUNT ($8,809.44 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366432","1"
"360C2F3E","24436.46","USER_0015","1","MedPlus Pharmacy","Pune","Visa","90","HIGH AMOUNT ($24,436.46 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366432","1"
"09081F76","22262.31","USER_0043","3","Amazon","Delhi","Amex","90","HIGH AMOUNT ($22,262.31 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366434","1"
"DA8E9E33","17492.38","USER_0011","3","Zomato","Pune","RuPay","90","HIGH AMOUNT ($17,492.38 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366434","1"
"6D331DCB","10421.85","USER_0004","0","Reliance Mart","Chennai","Amex","90","HIGH AMOUNT ($10,421.85 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366434","1"
"1057C60D","13538.39","USER_0047","2","Myntra","Bangalore","Visa","90","HIGH AMOUNT ($13,538.39 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366434","1"
"3B2F18F9","15571.25","USER_0007","0","WireTransfer_Global","Bangalore","RuPay","100","HIGH AMOUNT ($15,571.25 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366436","1"
"4354354F","19394.72","USER_0003","1","Ola","Mumbai","Amex","90","HIGH AMOUNT ($19,394.72 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366436","1"
"FC9ACCB2","2982.36","USER_0032","2","Ola","Pune","RuPay","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366436","1"
"D4C289AD","5041.12","USER_0036","2","Uber","Mumbai","Mastercard","90","HIGH AMOUNT ($5,041.12 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366436","1"
"934C4FFD","742.14","USER_0018","1","BigBasket","Bangalore","Mastercard","30","OFF-HOURS (hour=1:00, between 00:00-06:00)","MEDIUM","True","1772125366436","1"
"96F48063","2849.61","USER_0007","2","Swiggy","Mumbai","RuPay","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366438","1"
"54716D5E","3756.61","USER_0007","4","CasinoRoyal","Delhi","Visa","75","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366438","1"
"BF62BACA","2474.2","USER_0001","0","BookMyShow","Bangalore","Amex","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366440","1"
"CA88FA46","4280.28","USER_0009","5","Flipkart","Hyderabad","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366442","1"
"A40865C7","1822.77","USER_0006","2","MedPlus Pharmacy","Pune","Amex","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366442","1"
"FA3B7703","11815.43","USER_0037","5","BookMyShow","Chennai","RuPay","90","HIGH AMOUNT ($11,815.43 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366444","1"
"8CC21469","24532.25","USER_0025","0","Amazon","Surat","RuPay","90","HIGH AMOUNT ($24,532.25 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366444","1"
"8A97C052","17853.93","USER_0030","0","CasinoRoyal","Surat","Mastercard","100","HIGH AMOUNT ($17,853.93 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366446","1"
"602C0A45","3211.98","USER_0034","3","WireTransfer_Global","Pune","Amex","75","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366446","1"
"D463D731","11974.14","USER_0042","0","Myntra","Delhi","Amex","90","HIGH AMOUNT ($11,974.14 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366446","1"
"2383F25E","8391.05","USER_0040","2","CryptoExchange_BuyBit","Kolkata","RuPay","100","HIGH AMOUNT ($8,391.05 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366448","1"
"007B4426","4681.52","USER_0021","4","Myntra","Pune","Visa","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366448","1"
"D5800C45","8934.57","USER_0013","4","Myntra","Kolkata","RuPay","90","HIGH AMOUNT ($8,934.57 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366448","1"
"C831E731","2285.63","USER_0034","1","Amazon","Surat","Visa","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366452","1"
"68D40DD4","3609.4","USER_0006","0","Flipkart","Pune","RuPay","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366454","1"
"288B71CE","14180.0","USER_0018","3","BigBasket","Hyderabad","Amex","90","HIGH AMOUNT ($14,180.00 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366456","1"
"ECF6EFF3","841.93","USER_0044","0","Swiggy","Ahmedabad","Mastercard","30","OFF-HOURS (hour=0:00, between 00:00-06:00)","MEDIUM","True","1772125366458","1"
"3695EFDF","17766.19","USER_0030","0","Swiggy","Pune","Mastercard","90","HIGH AMOUNT ($17,766.19 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366458","1"
"E43A35CE","8297.14","USER_0007","3","Uber","Bangalore","Amex","90","HIGH AMOUNT ($8,297.14 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366460","1"
"553F1090","3003.29","USER_0049","0","IRCTC","Pune","Mastercard","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366464","1"
"48C007E0","18899.26","USER_0019","2","WireTransfer_Global","Delhi","Amex","100","HIGH AMOUNT ($18,899.26 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366464","1"
"54E1FB17","18847.05","USER_0016","5","CasinoRoyal","Pune","Visa","100","HIGH AMOUNT ($18,847.05 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366464","1"
"CDC486EE","3827.55","USER_0034","2","IRCTC","Bangalore","RuPay","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366464","1"
"20DBB31E","4289.23","USER_0007","2","Swiggy","Pune","RuPay","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366466","1"
"158637D0","2286.02","USER_0024","5","IRCTC","Hyderabad","Visa","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366466","1"
"5145A195","3859.39","USER_0043","4","Ola","Chennai","Amex","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366466","1"
"1AA62993","17984.5","USER_0022","1","WireTransfer_Global","Chennai","Visa","100","HIGH AMOUNT ($17,984.50 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366466","1"
"B74DD9C0","8245.78","USER_0013","0","Swiggy","Pune","Amex","90","HIGH AMOUNT ($8,245.78 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366470","1"
"7FD7FF3A","3010.56","USER_0039","5","Swiggy","Bangalore","Visa","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366470","1"
"7B2AD100","4110.64","USER_0050","1","Netflix","Jaipur","Mastercard","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366472","1"
"3FCA1391","3689.98","USER_0009","2","BookMyShow","Bangalore","Amex","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366474","1"
"6B8CF685","4688.79","USER_0021","0","MedPlus Pharmacy","Delhi","Mastercard","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366474","1"
"C0209B30","16621.52","USER_0035","4","Netflix","Kolkata","RuPay","90","HIGH AMOUNT ($16,621.52 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366474","1"
"DFC72C33","2383.1","USER_0023","2","IRCTC","Jaipur","Mastercard","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366474","1"
"058FDC4F","3939.46","USER_0013","2","BookMyShow","Hyderabad","Amex","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366476","1"
"91B88790","4717.47","USER_0009","3","D-Mart","Chennai","Amex","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366480","1"
"C6C73C17","24089.8","USER_0028","0","CryptoExchange_BuyBit","Kolkata","Amex","100","HIGH AMOUNT ($24,089.80 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366482","1"
"69525F47","6041.38","USER_0029","3","BookMyShow","Jaipur","Mastercard","90","HIGH AMOUNT ($6,041.38 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366482","1"
"7982C396","8300.81","USER_0037","3","CasinoRoyal","Mumbai","Amex","100","HIGH AMOUNT ($8,300.81 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366484","1"
"E760BEFD","2195.05","USER_0021","4","Ola","Ahmedabad","Mastercard","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366484","1"
"7CDBD8CC","4296.52","USER_0043","4","BigBasket","Pune","RuPay","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366484","1"
"83C776F8","13514.82","USER_0043","0","Zomato","Bangalore","Mastercard","90","HIGH AMOUNT ($13,514.82 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366484","1"
"4D6DE6DD","6228.46","USER_0048","2","D-Mart","Hyderabad","Visa","90","HIGH AMOUNT ($6,228.46 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366484","1"
"CC41E7DD","2496.64","USER_0018","0","Uber","Mumbai","Amex","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366484","1"
"EE8EF597","14203.88","USER_0022","0","WireTransfer_Global","Kolkata","Visa","100","HIGH AMOUNT ($14,203.88 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366486","1"
"80A773E9","4362.24","USER_0021","4","BigBasket","Mumbai","Mastercard","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366486","1"
"4E096C8F","24196.17","USER_0037","5","BigBasket","Surat","Amex","90","HIGH AMOUNT ($24,196.17 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366486","1"
"08018A46","12710.4","USER_0003","0","Flipkart","Ahmedabad","RuPay","90","HIGH AMOUNT ($12,710.40 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366486","1"
"C5E3D668","8438.85","USER_0010","3","Reliance Mart","Ahmedabad","Visa","90","HIGH AMOUNT ($8,438.85 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366488","1"
"D54236F6","2695.2","USER_0010","4","Ola","Delhi","RuPay","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366488","1"
"A20C285E","19211.96","USER_0010","5","Amazon","Jaipur","Mastercard","90","HIGH AMOUNT ($19,211.96 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366490","1"
"24EF7578","1017.19","USER_0001","0","Ola","Surat","RuPay","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366490","1"
"46FDF990","4232.06","USER_0049","5","Swiggy","Chennai","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366492","1"
"9DB674EE","22234.96","USER_0046","1","BigBasket","Kolkata","RuPay","90","HIGH AMOUNT ($22,234.96 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366492","1"
"61EA4F71","4174.5","USER_0030","1","Zomato","Delhi","Visa","50","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366492","1"
"8D6906F3","2483.06","USER_0037","2","CasinoRoyal","Delhi","Visa","75","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366494","1"
"83659C94","9474.98","USER_0026","3","Ola","Hyderabad","Mastercard","90","HIGH AMOUNT ($9,474.98 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366494","1"
"08386751","1234.94","USER_0002","0","MedPlus Pharmacy","Pune","Amex","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366494","1"
"CF9392A4","7498.37","USER_0020","3","CasinoRoyal","Bangalore","Visa","100","HIGH AMOUNT ($7,498.37 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366494","1"
"61E8C03E","9643.5","USER_0016","5","Zomato","Surat","RuPay","90","HIGH AMOUNT ($9,643.50 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366494","1"
"DD8BB74F","12705.27","USER_0021","0","CryptoExchange_BuyBit","Pune","RuPay","100","HIGH AMOUNT ($12,705.27 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366496","1"
"2C532AE0","20151.18","USER_0041","3","MedPlus Pharmacy","Bangalore","Amex","90","HIGH AMOUNT ($20,151.18 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"A4223C60","14752.11","USER_0015","1","Myntra","Ahmedabad","Visa","90","HIGH AMOUNT ($14,752.11 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"DE0C25BD","17836.27","USER_0044","2","Amazon","Jaipur","Amex","90","HIGH AMOUNT ($17,836.27 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366496","1"
"876092E4","2485.0","USER_0043","2","BigBasket","Delhi","Visa","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366498","1"
